HEE1;68.09663;70.14706
UNSR;76.00605;58.096116666667
UNSF;77.6;58.3
HA8P;65.5401667;62.0808
HB63;78.389811111111;57.607572222222
HFW7;64.07655;61.679966666667
HFW6;63.748733333333;61.632183333333
HB64;79.54205;66.8241667
HFW4;62.977766666667;61.44525
HFW3;62.534566666667;61.321516666667
HB65;79.5930333;66.7846833
HB66;79.6067667;66.8385833
HDV2;61.321025;61.068369444444
HF0Q;48.265516666667;61.565066666667
HDV1;60.937608333333;60.930458333333
HDU6;78.059333333333;60.139416666667
HB39;62.0237;62.936566666667
HDV0;60.576133333333;60.820491666667
HF0U;49.386833333333;62.09555
HDT4;85.433411111111;69.374347222222
HF0V;49.742383333333;62.171966666667
HB67;78.733205555556;57.273330555556
HDT5;85.9408;69.469266666667
HHC4;132.20461;43.39924
HDW0;71.04345;59.9682
ZDG3;85.999911111111;69.504744444444
HB68;78.52495;59.87
UUPM;57.23225;65.0777167
HEZ2;33.575261111111;59.046377777778
HB69;73.735616666667;65.629433333333
HEC4;57.047483333333;65.0683
HB3E;60.966466666667;62.991
UNSW;78.3604;59.35845
UNSB;79.531711111111;58.458880555556
HD7D;69.268116666667;61.032216666667
HB6B;77.533566666667;60.74225
H498;63.9416667;56.0383333
HB6D;78.8351;59.76925
UUXD;57.372033333333;64.330833333333
HA7P;60.431416666667;63.083416666667
HE75;170.73387222222;69.602213888889
HC2U;79.5732833;66.8770333
HER6;82.191933333333;66.011866666667
H697;59.966916666667;63.1728
HJ2P;101.1239;56.406527777778
HBA9;64.128283333333;62.609483333333
HER7;81.82805;65.868816666667
HB6F;113.7539;51.892283333333
HD8A;69.522091666667;68.486844444444
HER8;81.494883333333;65.7873
HEC5;55.506583333333;64.57515
UNSD;79.855833333333;58.294016666667
HDA0;55.061116666667;64.311383333333
HER9;81.143883333333;65.616666666667
HE9K;63.21105;45.77273
UUHT;53.70675;63.60595
HB6G;79.5268;57.1094
HE5Q;101.79193333333;56.52565
UNSI;78.4876667;58.3205
HB49;63.7538;62.843583333333
HBC8;67.49725;64.070016666667
HCN3;131.91976666667;43.072466666667
HB6I;77.409933333333;60.613583333333
UOOT;83.2783333;69.19
HBC9;67.094083333333;63.914333333333
HDY4;69.154166666667;59.62795
UNSM;77.3866667;57.76
UNSQ;77.3666667;57.7783333
HGS9;29.749444444444;59.856105555556
HEP0;79.561933333333;57.08925
HC3H;53.856116666667;63.65695
HC3G;53.849833333333;63.64855
HBA7;63.866333333333;62.551366666667
HBD1;66.45115;63.430883333333
HH19;158.76398333333;52.940216666667
UUHS;58.1113167;65.47715
HDY5;69.141;59.570816666667
HF94;68.14515;59.571683333333
HD7Y;68.263633333333;58.399116666667
HBD2;65.959066666667;63.205966666667
HAO6;78.36205;67.8258167
HG9E;33.131933333333;45.395716666667
HDS0;78.9308;58.165666666667
HEP1;79.652583333333;57.024866666667
HAO7;63.767116666667;62.475483333333
HDU4;75.642483333333;59.206733333333
HB6K;116.8389833;49.9152
HBA8;64.954630555556;62.8665
HDQ1;67.210216666667;57.8292
UUHV;58.1563;65.8822667
HDD4;69.4634;60.067716666667
H017;63.249033333333;62.878583333333
HB6L;76.92705;61.025616666667
HAQ3;69.224183333333;61.07765
HE4A;89.680283333333;55.24525
H499;63.6791;56.164533333333
HAE2;72.206266666667;60.488716666667
UUHD;58.01615;65.869833333333
HB6M;76.6832;67.8103667
HB36;64.37355;59.541133333333
HAB9;66.806583333333;61.7126
HA8J;64.069505555556;59.507186111111
HB6O;78.56215;60.725
HB6P;115.16928333333;51.07815
UUXJ;57.4154667;63.9374
HHL2;74.889136111111;60.673044444444
HHL3;73.663294444444;60.714275
HAY7;63.315619444444;59.437513888889
HB6Q;117.53057;52.2152
UNSK;79.239497222222;59.125519444444
HFG5;63.587483333333;62.281683333333
HDV8;77.734466666667;61.251433333333
HB6R;77.79015;59.12485
UNCG;78.93805;57.670152777778
UUHC;57.8789;65.662316666667
HBB0;64.2382667;63.5100667
HGE0;45.488566666667;51.675566666667
HC10;63.496333333333;62.203566666667
HB6S;79.356483333333;57.25665
HB6T;78.072416666667;60.5583
HB6U;75.07765;66.0862
UOOE;84.625022222222;69.291425
HA8Q;62.5451;62.964
ZDR4;45.98446;48.04178
HHL6;36.607236111111;56.6288
ZBC5;76.6393833;44.5632667
ZEB1;107.57520555556;47.808630555556
HG74;48.62887;54.37244
HJ8R;35.49503;51.62154
ZMSF;107.43881944444;47.772519444444
HJ76;37.512905555556;56.005786111111
ZE1R;87.205655555556;53.739072222222
ZE0K;90.087133333333;52.643333333333
UNAA;91.38605;53.741083333333
HD9N;91.575061111111;53.657375
HF97;91.345;53.712716666667
UNQA;96.119666666667;56.68485
H002;29.263158333333;55.591638888889
XMQA;29.263415;55.590315
ZB5G;33.21135;45.731683333333
ZA02;53.625827777778;53.681563888889
ZE4Q;38.17665;44.9049167
HJ8Z;38.132094444444;44.875386111111
HA9G;38.271483333333;55.855966666667
HCF8;68.4525167;58.4184
HE79;37.603044444444;44.700519444444
UESY;145.09436666667;68.4009
HD9V;118.47951666667;69.3359
UHQA;158.3837333;53.1611833
HDH0;30.656283333333;46.61765
UNQF;94.6286167;55.7515667
ZBQ7;32.7699;51.762333333333
ZD2X;133.33145;45.168666666667
ZF5U;45.033597222222;48.752261111111
HG8L;27.648366666667;53.96525
HJ6L;28.395166666667;57.795127777778
UKHL;34.4882833;49.6272167
ZF9Z;49.523908333333;55.467783333333
HH93;36.619963888889;55.211577777778
UHWX;132.16956388889;43.381341666667
HDQ2;124.70636666667;55.189211111111
ZF5C;105.75211388889;53.583975
ZF4P;24.875583333333;52.73385
XMMZ;27.337583333333;53.9519
UIBA;101.59495;56.142561111111
UWTX;49.263838888889;55.871425
HJ22;49.259077777778;55.867969444444
HF85;37.72185;55.76129
HH9G;30.523611111111;59.898611111111
HA3D;37.297083333333;56.337483333333
HH7Q;36.996013888889;55.799802777778
HE3K;99.06234;58.76939
H086;80.274783333333;62.498433333333
XSCN;59.1295833;53.3772833
HGK2;45.39755;51.981516666667
UUQA;39.817361111111;57.317805555556
URMJ;46.1609833;42.5230167
ZEK1;117.50251666667;62.00455
UHTZ;138.36905;47.597366666667
UIAI;114.51115;51.093983333333
UNQG;94.8505;55.2662
HFG4;63.001466666667;61.923533333333
XRSP;39.0289333;44.1389334
ZF7W;41.440744444444;48.581188888889
HG04;77.596783333333;62.312216666667
UHHA;137.5385;47.140638888889
ZE49;37.748683333333;45.087733333333
UUXA;59.9177167;66.8087167
UWOD;59.93495;51.4936
ZF30;27.68755;49.6589
HB6W;75.8595667;68.8969833
ZB88;32.575266666667;48.5582
UUYA;60.780966666667;67.31675
UUYZ;59.2725;66.59625
HEL8;59.28805;66.594933333333
HA4Z;39.926666666667;43.443333333333
UUTB;36.1963;56.797997222222
ZA05;35.9956;55.002383333333
ZF3C;76.558383333333;43.187916666667
HEG5;38.570083333333;46.194616666667
ZCG7;53.0798;54.8771333
XRRA;39.406866666667;47.084583333333
HH7P;38.63225;46.864772222222
HDG3;37.622416666667;47.1099
HA7R;65.060033333333;64.894133333333
URKB;40.198933333333;43.585766666667
HD0F;40.1969333;43.5882833
ZC8D;134.26216666667;58.7837
HE3V;34.027716666667;44.48495
USRA;71.18035;62.26235
XASK;79.521183333333;47.73275
UNIA;88.402616666667;58.529
UHEJ;168.00691666667;69.940166666667
ZF4X;168.0096833;69.9261833
UERA;111.54503333333;65.960883333333
HEC7;54.195033333333;63.84315
UAAD;72.585383333333;45.616733333333
ZF9Q;63.74585;53.19044
HJ4Z;37.965213888889;55.784902777778
HCA1;87.492466666667;49.272533333333
UASV;83.72775;47.579883333333
UPKM;35.145283333333;46.70975
UUHA;56.752433333333;65.839766666667
ZCZ0;82.6569;47.78434
UNBC;86.54425;49.9072
ZCN9;60.5718833;49.9498667
HG53;70.95205;52.01985
URWD;42.6333;48.1832833
HH83;67.806125;66.550536111111
HE85;82.81899;47.76958
UNHA;101.5735167;58.9326667
HH1C;38.944647222222;45.022275
HEU4;39.758680555556;57.677072222222
HH9W;37.768847222222;55.909655555556
UACS;71.85225;52.325983333333
ZF08;73.71445;48.788866666667
ZF36;50.7683;54.86965
UAAS;74.559416666667;44.6114
UWUZ;54.0676833;55.6975
UATE;51.090766666667;43.860133333333
UNBD;87.596122222222;50.308066666667
ZE27;87.597533333333;50.3066
UATT;57.20545;50.246183333333
ZDX5;79.8472;46.891816666667
XASA;79.709833333333;47.057783333333
HGY1;37.732041666667;55.303666666667
HB6Y;112.70029;50.37552
ZD0D;74.0353;47.90885
HB6Z;112.87397;50.36824
ZF22;113.26775;50.270483333333
UWOA;58.275766666667;51.929766666667
HG5C;70.11696;53.03843
